,headline,reviewBody,Author Name,Published Year,Published Month,Published Day,Review,SA Negative,SA Positive,Review Case
749,AVOID.,"Phone took 5 weeks to reach the store at which point I received an email telling me to collect the order. I went to the store and was told it was not ready to collect. the staff member graciously allowed me to take the phone home which then took a further 2 weeks just to have my sim card activated. Customer service has been absolutely DREADFUL! I attempted to escalate my case but have had reps demand I send over pics of my passport etc, which is absolutely not necessary just to have a complaint filed.Horrible, shameful company will do anything to avoid taking accountability.",Finlifeson,2021,10,19,1,0.148,0.03,Negative
750,I lost my Vodafone service on my phone.,"I lost my Vodafone service on my mobile. Kesh at the Dereham (Norfolk) store was the most helpful, and courteous guy and sorted out my issue promptly and without any fuss. I cannot thank him enough for all his help in getting my Vodafone service back up and running again. Five star service THANK YOU Kesh.",Douglas,2021,10,19,5,0.068,0.194,Positive
751,Useless as alway,Useless as alway,Andras Mihaliczko,2021,10,19,1,0.583,0,Negative
752,Awful customer service,"Update. Vodafone response asks me to send them a message via Facebook / Twitter. After sending them a message via both fb and Twitter, they tell me  my issue doesn’t fall into any specific category, so they can’t help me. So we continue to go round in circles with no resolution. Terrible service just continues! Awful customer service! Having spent almost 10 hours on the phone to them about an upgrade, 3.5 weeks later, still don’t have a phone! There has been excuse after excuse and each time Vodafone  has accepted it was an error on their part and yet still no phone. Not sure what more I can possibly do to get a new phone and feel extremely frustrated that there is absolutely no effort from Vodafone to understand what basic customer service should involve. Today, again, I’ve been told to call back in 2 days and they will have updated their records. Another mistake on their part. In 2 days I’m supposed to contact again, and hope that they will order me a phone which then should take another 5 days. But which point I’d have been waiting for 5 weeks. And yet no guarantee I will get a phone. Vodafone, pls can you explain the terrible service and incompetent staff.",SMM,2021,10,19,1,0.144,0.061,Negative
753,EVO Plans are awful and disgusting,"I am a disabled house wife with my husband earning and working full time. Although I’m not working, we live comfortably and I’m so glad. We’re with Vodafone for both our mobiles, home landline and broadband and have been with Vodafone 8 years. I coming to the end of my contract and wanted to upgrade as now they have this awful insensitive EVO plan meaning I can no longer have 24 month contract, but a 36 month one, and I have to be credit checked - here’s the kicker, they’ll only credit check me based on MY income! My husband is the sole breadwinner! I’m a stay at home, disabled wife! I’m so confused. I don’t earn. All the accounts are on my name including all the Vodafone services because only I can deal with our bills because my husbands at work all day and I won’t be able to get through security if he’s the listed contact! I was appalled and that Vodafone would do this! What do stay at home mum’s do then? What about disabled people who still want to be independent, but have their carers earn plus PIP!? Like my PIP is solely used for my care needs and for medical emergencies, and my husbands earning is more than enough for us, plus our responsibilities is shared! I’ve never been through anything remotely similar where people are put on stands like this! This is absolutely atrocious and how can they charge the phone separately and the airtime separately?! What an earth are you guys doing. I completely regret moving our broadband to Vodafone. Both my husbands and my contract ends next month, but with heavy hearts we have to move. Really liked having to pay one bill. Obviously I don’t know if my contract would’ve been approved as I said “thanks but no thanks” as soon as I was told that they will only base the contract from my own earnings. EVO is disgusting, please change it.",Fiona Rajan,2021,10,19,1,0.073,0.117,Positive
754,Stai far a way from them,"Stai far a way from them. Is lose of time. Trying to set up a sim wich suppose to recive ready to go for days, just spended 3 hours now and the result was to send another one 🤦‍♂️😡😡😡",Aionesei Marius Adrian,2021,10,18,1,0.069,0.064,Negative
755,Vodafone technical team AVOID,Vodafone technical team AVOIDThe data roaming hasn’t worked for two weeks the Vodafone technical team tried to “fix” the problem & it gotten worse as now it won’t make or receive any phone calls …. they have managed to make the problem ten times worse & I now have no phone service or data roaming service … this is after 2 weeks and hours on the phone to them …. it couldn’t have been worse … my phone doesn’t work at all now,Kieran Thompson,2021,10,18,1,0.192,0,Negative
756,I have never seen a company this bad,"I have never seen a company this bad. How they function is a mystery, absolute diabolical customer service. It's almost as if it is run by teenagers. They should bring 0 ratings",AK,2021,10,18,1,0.133,0,Negative
757,Does not deserve a single star,"Does not deserve a single star, utterly disgusting service, the business contact was rude and unhelpful. As a long term customer, I expected more support but they don't care. moving service asap",David,2021,10,18,1,0.224,0.057,Negative
758,Never would I ever go back to this…,"Never would I ever go back to this company! A year after I closed my account debt collectors contacted me about an outstanding bill which I was h aware of, Vodafone made no effort to put this right, two years later and they’re still shrugging me off. Family have left this network and so has our business … never again!",Kailey Tipping,2021,10,18,1,0.088,0.066,Negative
759,If I could give this zero stars I would,"If I could give this zero stars I would. I rarely write reviews but feel compelled in the vain hope that Vodafone will sit up and listen.Long story short... broadband activation delayed due to Vodafone systems cancelling my order. Had to spend money on mobile data. Compensation promised. Never arrived. Had to call customer services to chase it. Spent 2 hours doing so.  Got passed from phone call to live chat and back. Now have to wait 7 more days for them to listen to previous call recordings where compensation was promised.  First world problems, but this is not good service at all.",M H,2021,10,18,1,0.129,0.101,Negative
760,Warning people A f up company,"Warning people A f up company, cheating on rate , service worst ever and parent company of t mobile they worst trash ever Not for nothing they have millions of people giving them 0 !!",Dr A,2021,10,18,1,0.35,0.057,Negative
761,It's a mixed bag with VF,"It's a mixed bag with VF. When I first came back to VF there were some issues with setup on my account, namely WiFi calling and VoLTE. I was surprised to get a call from a UK representative to follow up but the accounts/network team had actually fixed the issues already. This was a pleasant surprise after past experiences.Why have I marked them down? Simple, there is far too many times, not even in ""the sticks"", where I get a good 4G signal but no data throughput at all!! There are also too many times of dropping down to 3G as well with incredibly slow speeds. It is very clear after testing that VF are relying far too much on Band 20 (B20) to give coverage but it is being swamped too easily. Unfortunately they seem to be concentrating on 5G in cities where suburban and rural areas continue to suffer dire coverage and speeds!",Mark,2021,10,18,3,0.085,0.133,Positive
762,Saying bad customer service is an…,Saying bad customer service is an understatement. Endless problems and no one is learning from their mistakes. Taking three hours to do a sim swap is ridiculous and lost me my Sunday and does not account for all the people who were unable to call me. An absolute disgrace!!! Re your response  a bar restricting outgoing calls is not standard practice and this was confirmed by the employees at your store. One member of staff was on live chat for a very long time to resolve the matter.,Marc ,2021,10,17,1,0.219,0.058,Negative
763,The 1 star is 1 too much,"The 1 star is 1 too much. This is the worst company I have ever used. I have no working internet for half day every day from few weeks. They keep sending me openreach engineers which tell me that the line is fine and the router need to be fixed and Vodafone is refusing to give me new router as the router in their opinion is fine. So the line is fine, router is fine I have no internet and everything is ok. After I requested to speak with supervisor the lady said he him call me back the next day and she called me back in instead of supervisor.",Don't use Vodafone,2021,10,17,1,0.097,0.081,Negative
764,Terrible customer service,"Terrible customer service, the lady from the UK hung up on me! Because I asked for proof of contract to back up her comment on the phone!",Katie Vivian,2021,10,17,1,0.128,0,Negative
765,I DON'T UNDERSTAND THE BAD REVIEWS,I've been using Vodafone for nearly 4 years now and it's excellent. I have had a great Phone package for nearly 4 years and the app is brilliant it works so I decided to get their Broadband and again it's great the hub is well made and sturdy I've been getting very good speeds and a great price I really don't understand the bad reviews,Leanne Rogers,2021,10,17,5,0,0.359,Positive
766,I  visited  Vodafone  store  in   Rochdale,"I  visited  Vodafone  store  in  Rochdale  on  Friday  15  October  for  help  and  advice  re  my  vodafone  pay as  you go  sim card , and  the  staff  were  very  pleasant  and  helpfull  indeed  .",william  horsfall,2021,10,16,5,0.039,0.176,Positive
767,If there’s any worst network in Uk…,If there’s any worst network in Uk that’s VODAPHONE AVOID AVOID AVOID,Shahin Ahmed,2021,10,16,1,0.617,0,Negative
768,Was messaged by Vodafone to tell me my…,Was messaged by Vodafone to tell me my entertainment package would en a  month before my contract wich included this package for the life of the contract spoke to them no one could tell me why said I would not want to pay them 10punds a month extra for this and I wanted to cancel low and behold it has been canceled even though I've paid for it just one example in in long line of mess up I dread phoning the customer service or technical team,dean ball,2021,10,16,1,0.143,0.045,Negative
769,Been with Vodafone for over 5 years,"Been with Vodafone for over 5 years, regardless of the excessive cost. But recently, my data was switched off for months, still not resolved and they are collecting the monthly bill. Customer service is just unhelpful and kept me on hold for over 2 hours!!!",Osemwonyemwen,2021,10,16,1,0.054,0,Negative
770,Are a telco or a professional scammer?,"Hello,My daughter received from you a 995 pounds bill to be paid by tomorrow WITHOUT ANY DOCUMENTS & ANY EXPLANATIONS! the ""student package"" was supposed to be limited!!!What an amazing robber you are!!!JeanRe: Finally you give me an answer, thank you. My daughter went to the Vodafone shop, the super big bill was sent to her by mistake. Hopefully! every thing is ok now.",Jean de Chambure,2021,10,16,1,0.078,0.211,Positive
771,I would go zero if I could,"I would go zero if I could. I have had a nightmare, get a letter from Vodafone saying I owe £2405 plus £491 disconnection fee for a new contract added to my old account that someone else had kept running, this is the first I had known about it, they didn't even have my address or email address listed. I haven't been a Vodafone customer for 13 years, so of course I expected and reported fraud. Despite it being connected to said person (who I haven't spoken to for years) who had kept the contract going, Vodafone allowed this to continue, NOT doing any security checks and the account being registered to 2 new addresses I have never lived at. I understand accountability for part of this, but I have a legal letter from Vodafone apogising for the fraud on my account and offering to close the account and quash any outstanding balance. They have lied, they did not close the account remove the charges, and are denying the letter I have in my possession. Vodafone's security checks, support team and fraud teams have FAILED. They know I haven't ordered the new contract and that the data hasn't even been used since July 2021, but have decided to keep the account running, and are selling on to a collection agency in full knowledge that I will be landed with a default or CCJ on my credit file.Although I know taking such a large firm of bullies to court is costly, time consuming and stressful, I threatened them with legal action. Their response was basically 'go for it'. I then begged for negotiation of the outstanding to get it cleared and gone, the fraud team said to me, ""We will not negotiate, all charges stand"". And even added that by the time this account closes another couple £100 will be added. Despite my mistakes and their mistakes, and being a multi billion £ company. They are BULLYING me into paying for someone else's contract under my name.Even with an official letter in my possession from Vodafone's fraudulent fraud team confirming they acknowledge fraud and will close the account, I have not got the resources to battle them and they know this. But I can share my story and their letter (that apparently doesn't exist) on all social media platforms. The £3K you make from me Vodafone for mainly unused services, will not cover the damage I will do to your heartless company.",Simon Knight,2021,10,16,1,0.167,0.075,Negative
772,I’m really disappointed,"I’m really disappointed. My partner had Vodafone for couple of years and was alright.This year, we both got Vodafone and what a big mistake !!!!!We both have problem for network connection even at home which is was excellent before. My partner is driving around  the city and he needs to have good connection. I contacted customer service several times, they are polite, they answered quickly but problem is still the same.I think it’s time to move to another network but which one ????",Asal,2021,10,16,1,0.126,0.047,Negative
773,Worst customer service,"Worst customer service, you won’t even make it to speak to someone as the automated message will always say there is “no staff available”. However, if I mention the reason of the call is to cancel the contract then I will be put on the waiting list. Both ways, no help whatsoever.The broadband service is a nightmare, keep having issues such as connection or suddenly the router stop working in addition to slow internet and the connection doesn’t reach every part of my house. This is the fastest and priciest package",Annie,2021,10,16,1,0.109,0.039,Negative
774,Endless issues within one month of joining. Waste of money and time.,"Signed on for broadband at the end of August. Had endless problems and not even been with them 2 months yet!Firstly, my account was cancelled and they never told me so took over a month to get internet. Only it actually took even longer then that...Second issue was when the router was set up, it was faulty and wouldn't get wifi, this issue took ages to sort and only had internet for almost a week now.Third issue, I was told repeatedly that I wouldn't have to pay for the period I didn't have internet, but this wasn't true...Fourth, received email that I had a bill and then when I tried to pay it I was told I had to pay a late fee of £5 when I was told that contract wouldn't start yet and also...Fifth issue, I can not access my account and so am struggling to view contract and see if some of the payment issues are even resolved.The service is so bad I have wasted so much time trying to resolve issues that was made by their end. Not worth the money what so ever. Will be leaving when I know things have been sorted out properly.(Also, one of the technicians when speaking to me on the phone repeatedly laughed when I was trying to explain my issues with the router and tried to make me sound hesteric and said he worked there for years and they never had this issue before.)Update: It is now December and I am leaving. I have had countless more problems.They did not fix my account leading to them cutting off my internet as I was unable to pay on time. Then I had to find a way to pay. Then I was wrongly given a late fee for next payment, despite them admitting it was their fault. The person I spoke to at the time said I could only dispute it after a certain day. After this day another person said they corrected the amount, but I told them the amount had not changed. They replied that they would then put credit on to fix the issue. They did neither of these things and I ended up paying the wrong late fee. I am not in the process of making a complain AND finally leaving this completely incompetent and unprofessional company. Countless mistakes and no effective solutions",Emma,2021,10,15,1,0.128,0.064,Negative
775,DO NOT use vodafone broadband,"DO NOT use vodafone broadband. It is absolute S**T. You can't stream anything or watch online. It's like being in 90's. And no, there are no issues with my connections. It's just their broadband thay s*cks hard.No, Vodafone. It's not just ""lots of ways to improve your WIFI"". Anything you try watch online really struggles with buffering even on Ethernet cable. I test same site using mobile network and wifi. I do same ping test on that site and results are 10x better on MOBILE network. This is really sad. I already spoken with your customer services. I will cancel the contract. That's what you get for thinking Vodafone can provide same quality broadband as Sky for lower price.....",Robertas A,2021,10,15,1,0.115,0.064,Negative
776,just by chance i did a line test from…,"just by chance i did a line test from my vodafone dashboard and discovered there was a fault, didn't say what fault, so i did online chat, after 1/2 hour trying to get them to understand what i was saying i was told to ring vodafone, gave me the wrong number. that's when i found out it's my landline that's down. Currently on hold on my other phone line, waiting!!!!now been cut off twice.As usual another dreadful experience trying to resolve issues with vodafone. i fail to see why they really cannot sort out customer services after all these years.",Customer,2021,10,15,1,0.17,0.055,Negative
777,Once i had broadband in same house,"Once i had broadband same house, gave it up to get a contact phone. Everytime im close to my data limit i get a fone call asking me to buy a samsung tablet, every month without fail.Now i contacted them awhile back to get broadband reconnected and for some reason they now cant do it. Still awaiting a call back to see what issue is, loyal customer of 7 years and ive been left hanging. Cant even give them money for something i want and need",Andy Rogers,2021,10,15,1,0,0.055,Positive
778,0 star if I could,"0 star if I could, I'm a bussiness owner who's lost dozen of customer because they didn't set up the phone line, giving me a week later date while I'm losing customers everyday. The worst company I've ever dealt with, no wonder it's got 1 Star review from everybody, STAY AWAY !!!!!!! Especially if u are a business.",saif raine,2021,10,15,1,0.204,0.039,Negative
779,Wish there was a no star option,Wish there was a no star option; today I found out quite by chance that they have my husband in a default status on his credit file from 2017 for £9.17! He has dementia and this came to light by our bank.  So I was on the phone for over 90 mins trying to sort things out with an agent who raced through his pre managed chat without taking a breath!!   Sounded like we were being preached too! He most definitely was not listening too us; he also had every tool in the book to not escalate my complaint to a manager!! If I thought it would do any good I would report the agent in question.  These CS agents are ROBOTS in fools clothing nothing human about them AVOID! AVOID! AVOID! A trip to the dentist without anaesthetic would have been much LESS PAINFUL   😣,Annette Warriner,2021,10,15,1,0.121,0.111,Negative
780,I spoke to Stephanie at customer…,"I spoke to Stephanie at customer service this morning on 15th October 21 found she was very helpful, very polite, and very professional had a small problem which she sorted out for me straight away very pleased with the service she gave me, thank you Stephanie👍Best regardsBrian R.",Mr Brian Sydney Redmond & Mrs Carole Ann Redmond,2021,10,15,5,0.05,0.196,Positive
781,My partners was with Asda mobile then…,"My partners was with Asda mobile then theybswitched to ee then this shocking network. At no point were the T's & C's made know to him from Vodafone when the networks were switched. After sending a text to 20 friends he received a text saying thephone was disconnected because he was in breach of their policy. The number he was given was a mobile number some where in the Philippines, he had to use my mobile and my credit just to be told, take your phone to a Vodafone shop we can't find your account. NO BECAUSE THE ACCOUNT IS WITH ASDA MOBILE. After several unsuccessful and unhelpful attempts, a call came through to my phone today to discuss the problem and why this happened. They don't listen and misconstrue anything you say. At no point did the caller ask if it was OK to discuss this as mypartner was not present. Very bad to say they were from the fraud department. AVOID AT ALL COSTS. Having no phone is preferable.",Lee Cresswell,2021,10,15,1,0.13,0.076,Negative
782,STILL Waiting for Broadband connection,"We visited Vodafone shop to renew our phones. This was done and were offered broadband and landline. After consideration we decided to proceed. Connection date was to be 28th Sept. Then it was changed to 6th October, but no broadband. After 2 hours on phone to Vodafone on 8th, they said we would be live 48-72hrs. But on 11th still nothing. We were to receive one month's free data on both our phones but we never received it. We did, though, receive our first Bill which had all broadband charges from 28th Sept, plus a month in advance, as well as charges for our landline phonecalls made, which were to be free. So another long phonecall to Vodafone on 11th which resulted in a credit being put towards the Bill, and connection to be in 48 hours. However STILL no broadband connection. On 13th Vodafone advised we should be connected in 48 hours....... STILL waiting.......UPDATE -We telephoned Vodafone Complaints Team today and the Vodafone representative succeeded in connecting our Broadband! Waiting now over, at last. We will have to seek a credit for the time without Broadband and hope this will be more straightforward.",Margaret,2021,10,15,1,0.081,0.103,Positive
783,Useless bunch of !!!!!,Useless bunch of !!! Got charged an extra £5:00 on bill for late payment. Something from their mistake for not setting up direct debit correctly. 2 phone calls and still couldn't sort it out. That's the sort of service you get after being with them after 20 years!!!,Andrew Mann,2021,10,15,1,0.157,0,Negative
784,In answer to your reply Vodafone,"In answer to your reply Vodafone. I have been billed for one pence but it doesn't make sense since the account has been closed since July 2021. Why bill some one month's later for one pence ? Why bill some one who is not a Vodafone customer as I believe you need to update your computer systems as what is the one pence for ? How is billing some one for one pence helping the environment and why bill for an account that is no longer in use since July 2021? Lots of questions but getting no response from Vodafone to my email address so having to go on here in the hope that one of the billing team or directors can reply to me by email address. I have had to go to resolve and ofcom to find out why billing for one pence ? It's crazy and laughable and a waste of time, paper, stamp cost more than the bill itself. It shows profit more important to Vodafone then the environment with the paper billing for one pence. It shows an error as well as account is not in use. Hopefully when resolve and ofcom get involved they help Vodafone resolve this complaint. I am not a Vodafone customer so should not have received the bill when I did in October 2021. I noticed Vodafone lots of billing errors or over charging customers during the year 2021. If you are a Vodafone customer double check everything if on a contract. The customer service from directors is not good as they don't do anything just repeat their emails. That why I am now with British Telecom as no hassles with them.",Margaret Ann Fay (Mags),2021,10,14,1,0.103,0.1,Negative
785,On their website signal checker,"On their website signal checker , it state that it has good 2g,3G,4g network , but it barely had data signal ( calling signal was ok) ,  I reported the issue and technical team guy said you can leave vodafone I was not happy.They used to be the best , but now signal is weak here and there and it take ages to reach someone to report issue ,, any new customers , be careful maybe EE is best network  in london now , check carefully before contract",Terry,2021,10,14,1,0.054,0.194,Positive
786,The truth about Vodafone,"I have family members working for Vodafone and can confirm that the reason you won’t get through to anyone is because they are sat at home spending your money. I used to have a family and friends discount but left after the discount period ended. Now I am still being charged for a sim only deal, but because they have a policy of not speaking to customers directly, or are very unlikely to engage with you online, they make lots of money by staying out of reach. The company is too big and does not care for you. Shame. I used to enjoy the benefits, but now know what it feels like on the other side. They might move after a class action or something similar, but don’t hold your breath….",plugs,2021,10,14,1,0.069,0.125,Positive
787,Appalling service,"If there was an option to give Vodafone no stars I would have done this. I placed an order for an upgrade to my handset and so far it has been 3 weeks and nothing has arrived. Whenever I try to speak to someone at Vodafone to sort it out I have to explain the same story to a handful of different people in a handful of different departments and in between people I am placed on hold for over 20 minutes each time. Today I was on the phone with them for a total of 2 hours and 45 minutes. I spoke to 6 different people including a manager and by the end of that, I am still NO closer to the handset I ordered being delivered. I have been a client with Vodafone for over 15 years but there has been absolutely ZERO attempt from them to try to resolve this issue satisfactorily. APPALLING service. Finally, asking me to message VodafoneUK Facebook in order to rectify the issue is one of the most inadequate responses I have ever seen (comments below).",Ra D'Arcy Clark,2021,10,14,1,0.067,0.038,Negative
788,Complaints,"I’ve been passed from pillar to post, I’ve spoken to 30 different team members about my data and plan and have had no luck. They’re still processing my request 2 months into it. I’ve been unable to use my data since I got the phone and it’s affecting my mental health and stuff because I’m missing calls, missing important emails and it’s just not on. Paying £50 a month for a phone I cannot use. I’ve opened many complaints to have a majority closed without permission",Cloe,2021,10,14,1,0.106,0.054,Negative
789,"Avoid broadband, they disconnect you in middle of your contract and ask look other provider!",If I can i will put 0 but where is no this option unfortunately. My broadband was disconnected by vadofone 2 times and this time when they disconnected they told what its not possible to connect back so advise to look other broadband so question why you still ofer for people your broadband if you not aible latter to keep with them contract. Just for numbers or no better to say for money! Becouse now you can charge people leaving early fee!!! After 2 hours with vodafone complaint team they promise to connect with billing team and compensate what this happens but no they just turn off me after 20 mins waiting to answer. Becouse they don't care. I have sign contract for 18 months but from January they disconnected my broadband twice and now advice look other broadband becouse they not aible to connect. How this event possible. So now I will be with no Internet god knows how long and off course it's not them fault like they explain its just happens. Look for other broadband..  if you guys didn't knew this taking time!!!! And when you sign contract atheist you expect what you get service for this time which you sign. Now I left with nothing...I cant believe what I was trusting you guys... worst company! My phone contract finishes and I'm leaving for good now and definitely advise everyone don't trust them!!!!,Lina,2021,10,14,1,0.126,0.087,Negative
790,My broadband has been slammed,"My broadband has been canceled without my consent something called broadband slammed. Since yesterday I have no broadband, I got a high bill from you ending contract early, no notice, no consent. I am waiting for fraud team to call me since yesterday. What are you doing about this? all those security questions dont do anything as I the owner of the account can have my account cancelled by anybody. Not happy.",Gabriel ,2021,10,14,1,0.237,0.03,Negative
791,100% Customer Service well done,"I had to report a problem with my landline and spoke to a lovely lady called Merna in the First Call Technical Team who was very professional polite and friendly and explained very clearly what was going to happen to get my phone problem sorted she advised she also gave me the phone number to the Second Technical Team who deal with the engineers just in case I needed it, this gave me a lot of confidence that my problem will be sorted out in the next few days. The management team for Merna should take credit for employing such a lovely lady well done",Lin,2021,10,14,5,0.068,0.194,Positive
792,Despicable customer service,Contract up but txt service to get pac code somehow didn't work...that should have been my first clue as what to expect. I went on chat & got transferred to 3 different people (each time in a new queue) just to get the code. Took 75 mins on chat to get it. Disgusting service just to try get you to stay - stick them in a queue and keep transferring pretending you can't help. Would never use them again. Left because of poor signal but customer service the worst I've ever received.,Eliza Fleming,2021,10,13,1,0.173,0.016,Negative
793,Poor Vodaphone service,"I recently travelled abroad. I am on the 160 GB promo offer with 25 GB overseas fair usage limit. I used 20 GB and they started charging. As I needed the data I agreed to lift the cap (£39) . I got a notice 24 hours later that they would suspend my account ie no calls in/out or data. By the time I picked it up I was disconnected so could not contact anyone. I managed to get internet access and contacted their online chat. After about 3/4 hour I was asked to pay the above monthly charge amount £52, apparently my credit limit! And a measly £13 over the agreed cap. For this amount they had disconnected me leaving me without communication abroad at short notice. My wife has an EE account and in similar situation offered her the option of 10GB at £20 to tide her over without threat of disconnection. Somewhat of a contrast. I was promised reconnection in 24 hours or less. It took almost 48 hours. I have complained through their complaints system. They have not addressed any of the issues but on each occasion have run thro tedious security checks.On each call they have asked the same questions but other than saying that they will discuss it with the case handler no answers are forthcoming. I am thinking of taking it to CISA (ombudsman) but it is taking too much time.I would not recommend anyone deals with them based on my experience",T Keane,2021,10,13,1,0.057,0.054,Negative
794,Shocking service,"Shocking service. Faulty phone weeks of endless calls, agents contradicting each other, complaints absolutely useless put on hold for 40 minutes then they disconnected (this happens with all departments to be fair!) absolutely disgusting service, highly priced with no attention to customer care or satisfaction! I guess I will now have to try again tomorrow for a resolution but my advice to others is go else where, go ANY where else…. The end result of this will be that we do exactly that - having just taken the drastic step of reporting to offcom - Vodaphone are an absolute shambles of an organisation!",Tracey ,2021,10,13,1,0.131,0.038,Negative
795,I bought 90 days 30GB vodafone sim card…,"I bought 90 days 30GB vodafone sim card and started to use from 15/9 in UK. I traveled to Spain from 30/9 and set roaming. The SIM card has been working OK. I checked the data usage regularly and found only used less 6GB by 11/10. I put the SIM card in my tablet to be used for WiFi hotpot. Yesterday morning when I tried to check my email on tablet, the signal has '!' and I can't connect the internet. I can visit my Vodafone account and I found the left data 24GB gone. I tried to contact the customer service by calling 119 but didn't work. I used another device to try to do online chat but nothing happened. Then I found only one star on Vodafone review. I will make a complain when I back UK.",Grace Brucknell,2021,10,13,1,0.028,0.015,Negative
796,Awful customer service,"Vodafone used to be pretty good at customer service. However, since lockdown, it's almost impossible to get through to Customer Services, usually having to hold on for over 30 mins.I can only assume this is due to the fact that staff are ""working from home"" and it's not working for Vodafone. Surely they have metrics to highlight this issue - why are they doing nothing? Get the staff back in.",Guy Stevens,2021,10,13,1,0,0.149,Positive
797,Vodafone in Peckham (22A Rye Lane),"I always recommend the Vodafone Peckham store, as the service of the manager (Steven) and his team, consistently proves to be of the highest quality. The knowledgeability, professionalism and helpfulness of this Vodafone representatives never fail to make me feel I'm in the most competent and capable hands. Thank you Steven and the Team for assisting with my problem yet another time. You are truly an exceptional crew. THANK YOU.",Jola,2021,10,13,5,0.032,0.263,Positive
798,F**king rubbish,"Disgraceful, put my bill up and is now overcharging me, they randomly cancelled my direct debit and now I'm trying to call up and get it set back up but everytime I try the automated messages hang up! Sort out your automatic voice service if you can't be bothered to pick up the phone bunch of useless jumped up cocks",Kat Robinson,2021,10,13,1,0.086,0.038,Negative
799,Oh... the humanity,"Finally liberated myself from the incompetent, arrogant, and rude mess that is vodafone. Wrongly billing month after month and promises of correcting it, broken every time. Countless hours spent on support calls stuck in the middle of the unseen split that is vodafone online and vodafone stores, each managing to push responsibility to the other and each managing to avoid assuming it for themselves. Groundhog day but without a happy ending.",Alex,2021,10,13,1,0.211,0.045,Negative
800,Blatant lies on regular occasions from…,"Blatant lies on regular occasions from Customer Services. Whether it is a fault or an account issue (yes, I have had them all), the lies just keep coming. When requesting copy of a chat, it doesn't arrive, so I have resorted to copy paste and typing my notes from phone conversations. the more you call them, the longer they keep you on hold with the excuse that they have to read the notes. then give you even more nonsense just to get you off the call or chat. before you get to speak to someone, you have to clear security numerous times, like they are the Pentagon. don't get sucked into being a ""customer"", the only good advice they gave me was to terminate my contract without early termination fees so i could switch to another ISP.",Ive,2021,10,13,1,0.077,0.097,Positive
801,Vodafone broadband,"Vodafone broadbandWas looking to change my broadband and voda kept coming up as the best deal for me, so took the plunge, put in my postcode and house number and they confirmed they could proceed with my order. All seemed well, they placed an active line take over on my phone line and notified my current supplier I’d be leaving them in 2 weeks. A week in and they text me to say there’s a problem and will be in touch. Turns out they can’t provide me with any broadband at my address, no real explanation why, then tell me my order is cancelled. Tried repeatedly to get some explanation, over the phone and online, nothing, just can’t. So they tell me to speak to my current supplier and tell them not to disconnect me on the date intended so I don’t lose my active line. Turns out they can’t do anything until Vodafone remove the line takeover request, which they are claiming they can’t do cause my order has been cancelled. I’d leave 0 stars if I could",L S,2021,10,13,1,0.07,0.069,Negative
802,Terrible customer service yet again,Terrible customer service yet again. I moved home literally next door and they cancelled my contract and changed my number without being asked to. I'm ready to slit my wrists dealing with this company who are unable to resolve the problems. On top of that I bet they say they have reached out but they don't bother to contact you. Probably end up with the regulators or in court way we are going.,  J Varley-Evans,2021,10,12,1,0.07,0.128,Positive
803,Total rubbish,"Total rubbish, disgusting customer service, liars cheaters, cowboys, signed on a friday, left the next monday, save yourself trouble and stress and bull.... avoid at all cost.",Salvus Ficus,2021,10,12,1,0.439,0.081,Negative
804,"Shambolic Customer Service, Poor Network Coverage","Poor network coverage, OUTRAGEOUSLEY poor customer service. It took me 2 days and numerous phone calls (queued a minimum of 40min each time) I have never experienced such a shambolic process when changing networks. Then, when I thought it couldn't get any worse, Vodafone locked my phone and had the audacity to tell me it would take 10 days to unlock it !!  It's in their T's & C's apparently, the chap I spoke to went on to say 'although it doesn't say it will take us 10 days' !  He couldn't even transfer me to his own complaints dept, I had to hang up and redial !!  The 1 star rating given (and not zero) is because Vodafone have someone in their complaints dept called Ibrahaim who has common sense, hallelujah !!  He generated the unlock code himself and stayed on the line while I keyed it in. Why oh why could this not have been done in the first place. Frazzled !!",Debbie Cripps,2021,10,12,1,0.077,0.039,Negative
805,On the whole dealing with Vodaphone as…,"On the whole dealing with Vodaphone as clear in most reviews is far from good.Let me tell you about my experience by a dedicated young lady called Alia Ali in Braehead store, Scotland.I had purchased a new I Phone 13 having owned an android for many years. Now technology has come on long way with IPhone upgrades being very straightforward. Not so android to IPhone. Without the dedication and perseverance of Alia I would not have had the majority of my apps, contacts and all other aspects transferred over. After almost 2 hrs Alia had achieved what I thought would be impossible.Quite simply despite the late hour Alia tried all sorts of different solutions to achieve this. In addition I had a great conversation from an enlightened and intelligent young lady. Vodaphone recruit more individuals like Alia! That has kept my account with Vodaphone.",Roger Mowat,2021,10,12,5,0,0.138,Positive
806,ITS TAKEN 12 DAYS TO SWAP FROM THREE TO…,"ITS TAKEN 12 DAYS TO SWAP FROM THREE TO VODAFONE, PAC CODE WAS SENT INSTANTLY BY THREE BUT ITS TAKEN 12 DAYS, AROUND 4 HOURS IN MULTIPLE STORES AND CANT COUNT THE NUMBER OF CALLS MOST OF WHICH END WITH ""THEY'LL SORT IT OUT IN 24-48 HOURS AND YOU ARE A PRIORITY"" TRULY PATHETIC SERVICE.",Kevin,2021,10,12,1,0.131,0.078,Negative
